PROVINCIA,CANTON,MES,DIA,HORA,CLASE,CAUSA,ZONA,NUM_LESIONADO,NUM_FALLECIDO,TOTAL_VICTIMAS
GUAYAS,GUAYAQUIL,SEPTIEMBRE,LUNES,17:00 A 17:59,CHOQUES,EXCESO VELOCIDAD,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,SEPTIEMBRE,JUEVES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,NOVIEMBRE,VIERNES,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
TUNGURAHUA,AMBATO,FEBRERO,MIÉRCOLES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,3,0,3
TUNGURAHUA,AMBATO,SEPTIEMBRE,MIÉRCOLES,17:00 A 17:59,VOLCAMIENTOS,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,1,0,1
IMBABURA,IBARRA,MARZO,MIÉRCOLES,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
IMBABURA,OTAVALO,ABRIL,LUNES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
IMBABURA,COTACACHI,MAYO,VIERNES,17:00 A 17:59,OTROS,NO RESPETA LAS SEÑALES DE TRÁNSITO,RURAL,0,0,0
GUAYAS,GUAYAQUIL,OCTUBRE,SÁBADO,17:00 A 17:59,CHOQUES,EXCESO VELOCIDAD,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,DICIEMBRE,VIERNES,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
TUNGURAHUA,AMBATO,FEBRERO,MARTES,17:00 A 17:59,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,RURAL,1,0,1
IMBABURA,OTAVALO,FEBRERO,DOMINGO,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,FEBRERO,VIERNES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,FEBRERO,VIERNES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,MAYO,VIERNES,17:00 A 17:59,CAÍDA DE PASAJEROS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,MAYO,MIÉRCOLES,17:00 A 17:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
LOJA,LOJA,JUNIO,JUEVES,17:00 A 17:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,URBANA,1,0,1
MANABÍ,MANTA,JUNIO,SÁBADO,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,JUNIO,LUNES,17:00 A 17:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
AZUAY,CUENCA,SEPTIEMBRE,LUNES,17:00 A 17:59,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,RURAL,1,0,1
GUAYAS,GUAYAQUIL,OCTUBRE,MARTES,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,1,0,1
TUNGURAHUA,AMBATO,OCTUBRE,VIERNES,17:00 A 17:59,ESTRELLAMIENTOS,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
TUNGURAHUA,AMBATO,JUNIO,JUEVES,17:00 A 17:59,OTROS,EXCESO VELOCIDAD,URBANA,1,0,1
IMBABURA,OTAVALO,FEBRERO,DOMINGO,17:00 A 17:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
AZUAY,CUENCA,ABRIL,DOMINGO,17:00 A 17:59,CHOQUES,EMBRIAGUEZ O DROGA,URBANA,0,0,0
IMBABURA,COTACACHI,JULIO,SÁBADO,17:00 A 17:59,CHOQUES,EMBRIAGUEZ O DROGA,RURAL,0,0,0
IMBABURA,ANTONIO ANTE,NOVIEMBRE,MARTES,17:00 A 17:59,CHOQUES,EMBRIAGUEZ O DROGA,RURAL,0,0,0
GUAYAS,GUAYAQUIL,ENERO,DOMINGO,17:00 A 17:59,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,URBANA,0,0,0
GUAYAS,GUAYAQUIL,ENERO,LUNES,17:00 A 17:59,ATROPELLOS,EXCESO VELOCIDAD,URBANA,1,0,1
GUAYAS,GUAYAQUIL,ENERO,JUEVES,17:00 A 17:59,ESTRELLAMIENTOS,EXCESO VELOCIDAD,URBANA,0,0,0
MANABÍ,CHONE,ENERO,DOMINGO,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
GUAYAS,YAGUACHI,ENERO,DOMINGO,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,2,0,2
LOS RÍOS,BABAHOYO,ENERO,LUNES,17:00 A 17:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
GUAYAS,PLAYAS,ENERO,DOMINGO,17:00 A 17:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
GUAYAS,MILAGRO,ENERO,VIERNES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
SANTA ELENA,SALINAS,ENERO,MIÉRCOLES,17:00 A 17:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,ENERO,VIERNES,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
SANTA ELENA,SALINAS,ENERO,DOMINGO,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
GUAYAS,MILAGRO,ENERO,LUNES,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,2,0,2
GUAYAS,MILAGRO,ENERO,MIÉRCOLES,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
MANABÍ,JIPIJAPA,ENERO,SÁBADO,17:00 A 17:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
EL ORO,ARENILLAS,ENERO,LUNES,17:00 A 17:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
LOS RÍOS,BABAHOYO,ENERO,LUNES,17:00 A 17:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
PICHINCHA,MEJIA,ENERO,LUNES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,1,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ENERO,DOMINGO,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
NAPO,TENA,ENERO,DOMINGO,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
CHIMBORAZO,GUANO,ENERO,LUNES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,1,1
CHIMBORAZO,RIOBAMBA,ENERO,MIÉRCOLES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
CHIMBORAZO,PENÍPE,ENERO,MIÉRCOLES,17:00 A 17:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
PICHINCHA,PEDRO MONCAYO,ENERO,MARTES,17:00 A 17:59,ATROPELLOS,EMBRIAGUEZ O DROGA,URBANA,1,1,2
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ENERO,LUNES,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ENERO,JUEVES,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ENERO,JUEVES,17:00 A 17:59,OTROS,EMBRIAGUEZ O DROGA,RURAL,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ENERO,MARTES,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ENERO,JUEVES,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ENERO,DOMINGO,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,1,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ENERO,JUEVES,17:00 A 17:59,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,RURAL,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ENERO,DOMINGO,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
GUAYAS,GUAYAQUIL,FEBRERO,LUNES,17:00 A 17:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,URBANA,1,0,1
GUAYAS,GUAYAQUIL,FEBRERO,MIÉRCOLES,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,2,0,2
GUAYAS,GUAYAQUIL,FEBRERO,MARTES,17:00 A 17:59,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,URBANA,0,0,0
GUAYAS,GUAYAQUIL,FEBRERO,LUNES,17:00 A 17:59,CHOQUES,EXCESO VELOCIDAD,URBANA,2,0,2
BOLÍVAR,GUARANDA,FEBRERO,MIÉRCOLES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
MORONA SANTIAGO,HUAMBOYA,FEBRERO,MIÉRCOLES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
CAÑAR,CAÑAR,FEBRERO,DOMINGO,17:00 A 17:59,CHOQUES,EXCESO VELOCIDAD,URBANA,2,0,2
GUAYAS,DURÁN,FEBRERO,JUEVES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
GUAYAS,GUAYAQUIL,FEBRERO,DOMINGO,17:00 A 17:59,CHOQUES,EMBRIAGUEZ O DROGA,URBANA,1,0,1
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,FEBRERO,VIERNES,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
GUAYAS,MILAGRO,FEBRERO,JUEVES,17:00 A 17:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,RURAL,1,0,1
GUAYAS,SAMBORONDÓN,FEBRERO,LUNES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
GUAYAS,DURÁN,FEBRERO,LUNES,17:00 A 17:59,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,URBANA,1,0,1
EL ORO,ARENILLAS,FEBRERO,JUEVES,17:00 A 17:59,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,RURAL,1,0,1
GUAYAS,CORONEL MARCELINO MARIDUEÑA,FEBRERO,VIERNES,17:00 A 17:59,OTROS,OTRAS CAUSAS,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,FEBRERO,MIÉRCOLES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,FEBRERO,SÁBADO,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,FEBRERO,MARTES,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,FEBRERO,JUEVES,17:00 A 17:59,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,FEBRERO,DOMINGO,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,FEBRERO,DOMINGO,17:00 A 17:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
GUAYAS,GUAYAQUIL,MARZO,MARTES,17:00 A 17:59,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,URBANA,0,1,1
GUAYAS,GUAYAQUIL,MARZO,JUEVES,17:00 A 17:59,CHOQUES,EXCESO VELOCIDAD,URBANA,0,0,0
PICHINCHA,MEJIA,MARZO,SÁBADO,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
MORONA SANTIAGO,MORONA,MARZO,MIÉRCOLES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
IMBABURA,IBARRA,MARZO,MIÉRCOLES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
LOJA,LOJA,MARZO,LUNES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
GUAYAS,MILAGRO,MARZO,VIERNES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
GUAYAS,PLAYAS,MARZO,VIERNES,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,2,1,3
GUAYAS,NARANJAL,MARZO,SÁBADO,17:00 A 17:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
GUAYAS,GUAYAQUIL,MARZO,LUNES,17:00 A 17:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
SANTO DOMINGO DE LOS TSÁCHILAS,LA CONCORDIA,MARZO,VIERNES,17:00 A 17:59,CAÍDA DE PASAJEROS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,2,0,2
SANTA ELENA,LA LIBERTAD,MARZO,MARTES,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
GUAYAS,DAULE,MARZO,MARTES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,1,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,MARZO,JUEVES,17:00 A 17:59,OTROS,OTRAS CAUSAS,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,MARZO,LUNES,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,MARZO,SÁBADO,17:00 A 17:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,MARZO,VIERNES,17:00 A 17:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,RURAL,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,MARZO,DOMINGO,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
GUAYAS,GUAYAQUIL,ABRIL,LUNES,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
GUAYAS,GUAYAQUIL,ABRIL,JUEVES,17:00 A 17:59,CHOQUES,EXCESO VELOCIDAD,URBANA,1,0,1
GUAYAS,GUAYAQUIL,ABRIL,MIÉRCOLES,17:00 A 17:59,ESTRELLAMIENTOS,EXCESO VELOCIDAD,URBANA,0,0,0
GUAYAS,GUAYAQUIL,ABRIL,DOMINGO,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,1,0,1
LOJA,LOJA,ABRIL,MIÉRCOLES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
ESMERALDAS,ELOY ALFARO,ABRIL,LUNES,17:00 A 17:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,1,2
COTOPAXI,LATACUNGA,ABRIL,SÁBADO,17:00 A 17:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
EL ORO,MACHALA,ABRIL,MARTES,17:00 A 17:59,CHOQUES,EXCESO VELOCIDAD,URBANA,3,0,3
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ABRIL,DOMINGO,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
CHIMBORAZO,GUANO,ABRIL,JUEVES,17:00 A 17:59,VOLCAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
MORONA SANTIAGO,MORONA,ABRIL,SÁBADO,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
GUAYAS,URBINA JADO,ABRIL,JUEVES,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,2,0,2
GUAYAS,MILAGRO,ABRIL,MARTES,17:00 A 17:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,URBANA,1,0,1
GUAYAS,NARANJITO,ABRIL,MARTES,17:00 A 17:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,4,0,4
GUAYAS,YAGUACHI,ABRIL,LUNES,17:00 A 17:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
GUAYAS,PLAYAS,ABRIL,MIÉRCOLES,17:00 A 17:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
MANABÍ,CHONE,ABRIL,MARTES,17:00 A 17:59,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,RURAL,1,0,1
LOS RÍOS,VENTANAS,ABRIL,JUEVES,17:00 A 17:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
GUAYAS,NARANJAL,ABRIL,LUNES,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,RURAL,1,0,1
GUAYAS,EL TRIUNFO,ABRIL,DOMINGO,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
GUAYAS,NARANJAL,ABRIL,MARTES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ABRIL,LUNES,17:00 A 17:59,CHOQUES,EXCESO VELOCIDAD,URBANA,3,0,3
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ABRIL,MARTES,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ABRIL,MARTES,17:00 A 17:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ABRIL,MIÉRCOLES,17:00 A 17:59,ESTRELLAMIENTOS,EXCESO VELOCIDAD,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ABRIL,JUEVES,17:00 A 17:59,ESTRELLAMIENTOS,EXCESO VELOCIDAD,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ABRIL,LUNES,17:00 A 17:59,PÉRDIDA DE PISTA,MAL REBASAMIENTO INVADIR CARRIL,RURAL,0,0,0
GUAYAS,NARANJAL,MAYO,DOMINGO,17:00 A 17:59,PÉRDIDA DE PISTA,IMPRUDENCIA  DEL PEATÓN,RURAL,1,0,1
AZUAY,CUENCA,MAYO,MARTES,17:00 A 17:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
GUAYAS,DURÁN,MAYO,JUEVES,17:00 A 17:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
LOS RÍOS,VALENCIA,MAYO,LUNES,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,RURAL,0,0,0
GUAYAS,MILAGRO,MAYO,MARTES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
AZUAY,CUENCA,MAYO,MARTES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
LOS RÍOS,VENTANAS,MAYO,MIÉRCOLES,17:00 A 17:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
GUAYAS,EL EMPALME,MAYO,SÁBADO,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
GUAYAS,MILAGRO,MAYO,SÁBADO,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,2,0,2
GUAYAS,YAGUACHI,MAYO,MARTES,17:00 A 17:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,RURAL,1,0,1
LOS RÍOS,VENTANAS,MAYO,VIERNES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
ZAMORA CHINCHIPE,CHINCHIPE,MAYO,MARTES,17:00 A 17:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,1,2
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,MAYO,SÁBADO,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,RURAL,3,0,3
LOJA,CATAMAYO,MAYO,SÁBADO,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,RURAL,0,0,0
COTOPAXI,PUJILÍ,MAYO,JUEVES,17:00 A 17:59,CHOQUES,EMBRIAGUEZ O DROGA,URBANA,1,0,1
CHIMBORAZO,PALLATANGA,MAYO,SÁBADO,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,RURAL,2,0,2
MANABÍ,MONTECRISTI,MAYO,MIÉRCOLES,17:00 A 17:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,MAYO,MARTES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
MANABÍ,CHONE,MAYO,VIERNES,17:00 A 17:59,PÉRDIDA DE PISTA,OTRAS CAUSAS,RURAL,1,0,1
ESMERALDAS,QUININDE,MAYO,VIERNES,17:00 A 17:59,VOLCAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,1,2
MANABÍ,MANTA,MAYO,VIERNES,17:00 A 17:59,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,URBANA,0,1,1
GUAYAS,GUAYAQUIL,MAYO,MARTES,17:00 A 17:59,CAÍDA DE PASAJEROS,EXCESO VELOCIDAD,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,MAYO,JUEVES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,MAYO,VIERNES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,MAYO,LUNES,17:00 A 17:59,ESTRELLAMIENTOS,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
GUAYAS,GUAYAQUIL,JUNIO,SÁBADO,17:00 A 17:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,URBANA,1,0,1
GUAYAS,GUAYAQUIL,JUNIO,MARTES,17:00 A 17:59,OTROS,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,1,0,1
GUAYAS,GUAYAQUIL,JUNIO,MIÉRCOLES,17:00 A 17:59,CHOQUES,EXCESO VELOCIDAD,URBANA,1,0,1
GUAYAS,GUAYAQUIL,JUNIO,MIÉRCOLES,17:00 A 17:59,ESTRELLAMIENTOS,EXCESO VELOCIDAD,URBANA,0,0,0
GUAYAS,GUAYAQUIL,JUNIO,SÁBADO,17:00 A 17:59,VOLCAMIENTOS,EXCESO VELOCIDAD,URBANA,1,0,1
GUAYAS,GUAYAQUIL,JUNIO,LUNES,17:00 A 17:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,URBANA,0,0,0
GUAYAS,GUAYAQUIL,JUNIO,MIÉRCOLES,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,1,0,1
GUAYAS,GUAYAQUIL,JUNIO,VIERNES,17:00 A 17:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,URBANA,1,0,1
MANABÍ,MANTA,JUNIO,MARTES,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
NAPO,QUIJOS,JUNIO,LUNES,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
